cycle_uid,cycle_id,ml_id,lead_id,deal_id,account_id,account_name,ml_stage_start_time,lead_stage_start_time,deal_stage_start_time,ml_stage_end_time,ml_dead_time,lead_stage_end_time,lead_dead_time,deal_stage_current,deal_closing_date,deal_modified_time,deal_is_won,deal_is_lost,deal_pipeline,deal_produkt,deal_amount,ml_owner_current,lead_owner_current,lead_dla_salesa,deal_owner_current,project_type,source_from,source_I_tier,source_II_tier,source_III_tier,source_IV_tier,events_count_total,events_count_lead_stage,events_count_deal_stage,lead_first_meeting_time,lead_meetings_count,lead_meeting1_days,ankiety_count,ankieta_avg_quality,ankieta_avg_meeting,ankieta_presales_primary,ml_days_in_stage,lead_days_in_stage,cycle_to_sales_days
ml:751364000039235980,751364000039235980,751364000039235980,,,,,2025-10-08T10:39:44,,,2026-01-12T12:26:23,2026-01-12T12:26:23,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,96.0,,
ml:751364000039235935,751364000039235935,751364000039235935,,,,,2025-10-08T10:34:28,,,2026-01-12T12:26:26,2026-01-12T12:26:26,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,96.0,,
ml:751364000039235890,751364000039235890,751364000039235890,,,,,2025-10-08T10:27:50,,,2026-01-12T12:26:29,2026-01-12T12:26:29,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,96.0,,
ml:751364000039235845,751364000039235845,751364000039235845,,,,,2025-10-08T10:22:19,,,2026-01-12T12:26:32,2026-01-12T12:26:32,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,96.0,,
ml:751364000039235800,751364000039235800,751364000039235800,,,,,2025-10-08T10:03:39,,,2026-01-12T12:26:34,2026-01-12T12:26:34,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,96.0,,
ml:751364000039235755,751364000039235755,751364000039235755,,,,,2025-10-08T09:53:15,,,2026-01-12T12:26:37,2026-01-12T12:26:37,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,96.0,,
ml:751364000039235710,751364000039235710,751364000039235710,,,,,2025-10-08T09:43:40,,,2026-01-12T12:26:40,2026-01-12T12:26:40,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,96.0,,
ml:751364000039235665,751364000039235665,751364000039235665,,,,,2025-10-08T09:40:04,,,2026-01-12T12:26:43,2026-01-12T12:26:43,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,96.0,,
ml:751364000039235620,751364000039235620,751364000039235620,,,,,2025-10-08T09:35:36,,,2026-01-12T12:26:46,2026-01-12T12:26:46,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,96.0,,
ml:751364000039235545,751364000039235545,751364000039235545,,,,,2025-10-08T09:16:02,,,2026-01-12T12:26:48,2026-01-12T12:26:48,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,96.0,,
ml:751364000039235432,751364000039235432,751364000039235432,,,,,2025-10-08T09:01:56,,,2026-01-12T12:26:51,2026-01-12T12:26:51,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,96.0,,
ml:751364000039235387,751364000039235387,751364000039235387,,,,,2025-10-08T08:57:33,,,2026-01-12T12:26:54,2026-01-12T12:26:54,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,96.0,,
ml:751364000039235342,751364000039235342,751364000039235342,,,,,2025-10-08T08:35:33,,,2026-01-12T12:26:57,2026-01-12T12:26:57,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,96.0,,
ml:751364000039235297,751364000039235297,751364000039235297,,,,,2025-10-08T08:16:24,,,2026-01-12T12:27:00,2026-01-12T12:27:00,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,96.0,,
ml:751364000039214746,751364000039214746,751364000039214746,,,,,2025-10-07T08:55:49,,,2026-01-12T12:27:03,2026-01-12T12:27:03,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,97.0,,
ml:751364000039214701,751364000039214701,751364000039214701,,,,,2025-10-07T08:50:33,,,2026-01-12T12:27:07,2026-01-12T12:27:07,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,97.0,,
ml:751364000039214656,751364000039214656,751364000039214656,,,,,2025-10-07T08:32:14,,,2026-01-12T12:27:10,2026-01-12T12:27:10,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,97.0,,
ml:751364000039214611,751364000039214611,751364000039214611,,,,,2025-10-07T08:25:57,,,2026-01-12T12:27:14,2026-01-12T12:27:14,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,97.0,,
ml:751364000039214566,751364000039214566,751364000039214566,,,,,2025-10-07T08:15:50,,,2026-01-12T12:27:18,2026-01-12T12:27:18,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,97.0,,
ml:751364000039190809,751364000039190809,751364000039190809,,,,,2025-10-06T14:34:46,,,2026-01-12T12:27:21,2026-01-12T12:27:21,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,97.0,,
ml:751364000039190764,751364000039190764,751364000039190764,,,,,2025-10-06T14:25:38,,,2026-01-12T12:27:25,2026-01-12T12:27:25,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,97.0,,
ml:751364000039190719,751364000039190719,751364000039190719,,,,,2025-10-06T14:17:20,,,2026-01-12T12:27:29,2026-01-12T12:27:29,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,97.0,,
ml:751364000039190674,751364000039190674,751364000039190674,,,,,2025-10-06T14:10:49,,,2026-01-12T12:27:33,2026-01-12T12:27:33,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,97.0,,
ml:751364000039190629,751364000039190629,751364000039190629,,,,,2025-10-06T14:02:15,,,2026-01-12T12:27:37,2026-01-12T12:27:37,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,97.0,,
ml:751364000039190584,751364000039190584,751364000039190584,,,,,2025-10-06T13:56:36,,,2026-01-12T12:27:40,2026-01-12T12:27:40,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,97.0,,
ml:751364000039190539,751364000039190539,751364000039190539,,,,,2025-10-06T13:49:35,,,2026-01-12T12:27:43,2026-01-12T12:27:43,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,97.0,,
ml:751364000039190496,751364000039190496,751364000039190496,,,,,2025-10-06T13:22:03,,,2026-01-12T12:27:47,2026-01-12T12:27:47,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,97.0,,
ml:751364000039190451,751364000039190451,751364000039190451,,,,,2025-10-06T13:05:51,,,2026-01-12T12:27:50,2026-01-12T12:27:50,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,97.0,,
ml:751364000039190406,751364000039190406,751364000039190406,,,,,2025-10-06T12:58:44,,,2026-01-12T12:27:52,2026-01-12T12:27:52,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,97.0,,
ml:751364000039190361,751364000039190361,751364000039190361,,,,,2025-10-06T12:42:57,,,2026-01-12T12:27:55,2026-01-12T12:27:55,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,97.0,,
ml:751364000039190316,751364000039190316,751364000039190316,,,,,2025-10-06T12:24:42,,,2026-01-12T12:27:59,2026-01-12T12:27:59,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,98.0,,
ml:751364000039190271,751364000039190271,751364000039190271,,,,,2025-10-06T12:00:17,,,2026-01-12T12:28:02,2026-01-12T12:28:02,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,98.0,,
ml:751364000039190226,751364000039190226,751364000039190226,,,,,2025-10-06T10:49:45,,,2026-01-12T12:28:06,2026-01-12T12:28:06,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,98.0,,
ml:751364000039190186,751364000039190186,751364000039190186,,,,,2025-10-06T10:48:09,,,2026-01-12T12:28:09,2026-01-12T12:28:09,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,98.0,,
ml:751364000039190141,751364000039190141,751364000039190141,,,,,2025-10-06T10:20:53,,,2026-01-12T12:28:12,2026-01-12T12:28:12,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,98.0,,
ml:751364000039190096,751364000039190096,751364000039190096,,,,,2025-10-06T10:12:39,,,2026-01-12T12:28:15,2026-01-12T12:28:15,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,98.0,,
ml:751364000039190051,751364000039190051,751364000039190051,,,,,2025-10-06T10:07:24,,,2026-01-12T12:28:17,2026-01-12T12:28:17,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,98.0,,
ml:751364000039190006,751364000039190006,751364000039190006,,,,,2025-10-06T09:58:02,,,2026-01-12T12:28:20,2026-01-12T12:28:20,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,98.0,,
ml:751364000039183316,751364000039183316,751364000039183316,,,,,2025-10-06T09:31:37,,,2026-01-12T12:28:23,2026-01-12T12:28:23,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,98.0,,
ml:751364000039183271,751364000039183271,751364000039183271,,,,,2025-10-06T09:23:42,,,2026-01-12T12:28:26,2026-01-12T12:28:26,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,98.0,,
ml:751364000039183226,751364000039183226,751364000039183226,,,,,2025-10-06T08:58:39,,,2026-01-12T12:28:29,2026-01-12T12:28:29,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,98.0,,
ml:751364000039183181,751364000039183181,751364000039183181,,,,,2025-10-06T08:41:43,,,2026-01-12T12:28:32,2026-01-12T12:28:32,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,98.0,,
ml:751364000039183136,751364000039183136,751364000039183136,,,,,2025-10-06T08:34:54,,,2026-01-12T12:28:35,2026-01-12T12:28:35,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,98.0,,
ml:751364000039183091,751364000039183091,751364000039183091,,,,,2025-10-06T08:19:45,,,2026-01-12T12:28:39,2026-01-12T12:28:39,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,98.0,,
ml:751364000039183046,751364000039183046,751364000039183046,,,,,2025-10-06T08:14:33,,,2026-01-12T12:28:43,2026-01-12T12:28:43,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,98.0,,
ml:751364000039183001,751364000039183001,751364000039183001,,,,,2025-10-06T08:10:04,,,2026-01-12T12:28:45,2026-01-12T12:28:45,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,98.0,,
ml:751364000039181002,751364000039218005,751364000039181002,751364000039218005,,,,2025-10-05T19:04:04,2025-10-06T09:48:37,,2025-10-06T09:48:37,,2025-10-14T11:42:34,2025-10-14T11:42:34,,,,False,False,,,,Michał Modzelewski,Mateusz Podlewski,,,PreSales,ML,Inbound,Facebook,EBook Zmiany w prawie marketingu medycznego,EBook Zmiany w prawie marketingu medycznego,0,0,0,,0,,0,,,,0.0,8.0,
ml:751364000039176047,751364000039176047,751364000039176047,,,,,2025-10-05T21:08:41,,,2025-10-06T09:34:16,2025-10-06T09:34:16,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Facebook,EBook Zmiany w prawie marketingu medycznego,EBook Zmiany w prawie marketingu medycznego,0,0,0,,0,,0,,,,0.0,,
ml:751364000039176002,751364000039176002,751364000039176002,,,,,2025-10-05T06:48:34,,,2025-10-06T09:42:47,2025-10-06T09:42:47,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Facebook,EBook Zmiany w prawie marketingu medycznego,EBook Zmiany w prawie marketingu medycznego,0,0,0,,0,,0,,,,1.0,,
ml:751364000039172002,751364000039192001,751364000039172002,751364000039192001,,,,2025-10-04T14:23:04,2025-10-06T09:33:50,,2025-10-06T09:33:50,,2025-11-21T14:08:55,2025-11-21T14:08:55,,,,False,False,,,,Michał Modzelewski,Mateusz Podlewski,,,PreSales,ML,Inbound,Facebook,EBook Zmiany w prawie marketingu medycznego,EBook Zmiany w prawie marketingu medycznego,0,0,0,,0,,0,,,,1.0,46.0,
ml:751364000039169047,751364000039191007,751364000039169047,751364000039191007,,,,2025-10-05T21:35:01,2025-10-06T09:41:39,,2025-10-06T09:41:39,,2025-11-19T11:43:29,2025-11-19T11:43:29,,,,False,False,,,,Michał Modzelewski,Mateusz Podlewski,,,PreSales,ML,Inbound,Facebook,EBook Zmiany w prawie marketingu medycznego,EBook Zmiany w prawie marketingu medycznego,0,0,0,,0,,0,,,,0.0,44.0,
ml:751364000039169003,751364000039210001,751364000039169003,751364000039210001,,,,2025-10-05T14:57:28,2025-10-06T09:44:41,,2025-10-06T09:44:41,,2026-01-13T11:08:16,2026-01-13T11:08:16,,,,False,False,,,,Michał Modzelewski,Pavel Haidukovich,,,PreSales,ML,Inbound,Facebook,Umów spotkanie FB,Umów spotkanie FB,1,1,0,2025-10-07T15:00:00,1,1.0,0,,,,0.0,99.0,
ml:751364000039158002,751364000039226001,751364000039158002,751364000039226001,,,,2025-10-03T15:03:51,2025-10-06T09:52:43,,2025-10-06T09:52:43,,2025-11-19T11:41:48,2025-11-19T11:41:48,,,,False,False,,,,Michał Modzelewski,Mateusz Podlewski,,,PreSales,ML,Inbound,Facebook,EBook Zmiany w prawie marketingu medycznego,EBook Zmiany w prawie marketingu medycznego,0,0,0,,0,,0,,,,2.0,44.0,
ml:751364000039156091,751364000039156091,751364000039156091,,,,,2025-10-03T14:40:03,,,2026-01-12T12:28:50,2026-01-12T12:28:50,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,100.0,,
ml:751364000039156046,751364000039156046,751364000039156046,,,,,2025-10-03T14:31:17,,,2026-01-12T12:28:52,2026-01-12T12:28:52,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,100.0,,
ml:751364000039156001,751364000039156001,751364000039156001,,,,,2025-10-03T14:26:22,,,2026-01-12T12:28:55,2026-01-12T12:28:55,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,100.0,,
ml:751364000039143004,751364000039198001,751364000039143004,751364000039198001,,,,2025-10-03T13:55:59,2025-10-06T09:39:55,,2025-10-06T09:39:55,,2025-10-14T11:30:45,2025-10-14T11:30:45,,,,False,False,,,,Michał Modzelewski,Mateusz Podlewski,,,PreSales,ML,Inbound,Facebook,EBook Zmiany w prawie marketingu medycznego,EBook Zmiany w prawie marketingu medycznego,0,0,0,,0,,0,,,,2.0,8.0,
ml:751364000039091271,751364000039091271,751364000039091271,,,,,2025-10-03T14:14:20,,,2026-01-12T12:28:58,2026-01-12T12:28:58,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,100.0,,
ml:751364000039091226,751364000039091226,751364000039091226,,,,,2025-10-03T14:09:45,,,2026-01-12T12:29:01,2026-01-12T12:29:01,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,100.0,,
ml:751364000039091181,751364000039091181,751364000039091181,,,,,2025-10-03T13:55:34,,,2026-01-12T12:29:04,2026-01-12T12:29:04,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,100.0,,
ml:751364000039091136,751364000039091136,751364000039091136,,,,,2025-10-03T13:50:54,,,2026-01-12T12:29:06,2026-01-12T12:29:06,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,100.0,,
ml:751364000039091091,751364000039091091,751364000039091091,,,,,2025-10-03T13:44:58,,,2026-01-12T12:29:09,2026-01-12T12:29:09,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,100.0,,
ml:751364000039091046,751364000039091046,751364000039091046,,,,,2025-10-03T13:40:24,,,2026-01-12T12:29:12,2026-01-12T12:29:12,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,100.0,,
ml:751364000039091001,751364000039091001,751364000039091001,,,,,2025-10-03T13:31:49,,,2026-01-12T12:29:15,2026-01-12T12:29:15,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,100.0,,
ml:751364000039048399,751364000039048399,751364000039048399,,,,,2025-10-03T13:14:12,,,2026-01-12T12:29:18,2026-01-12T12:29:18,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,100.0,,
ml:751364000039048354,751364000039048354,751364000039048354,,,,,2025-10-03T12:55:59,,,2026-01-12T12:29:21,2026-01-12T12:29:21,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,100.0,,
ml:751364000039048311,751364000039048311,751364000039048311,,,,,2025-10-03T12:27:47,,,2026-01-12T12:29:23,2026-01-12T12:29:23,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,MIGTEL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,0,0,0,,0,,0,,,,101.0,,
ml:751364000039048271,751364000039048271,751364000039048271,,,,,2025-10-03T12:24:21,,,2026-01-12T12:29:28,2026-01-12T12:29:28,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,101.0,,
ml:751364000039048226,751364000039048226,751364000039048226,,,,,2025-10-03T12:16:00,,,2026-01-12T12:29:32,2026-01-12T12:29:32,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,101.0,,
ml:751364000039048181,751364000039048181,751364000039048181,,,,,2025-10-03T12:06:59,,,2026-01-12T12:29:35,2026-01-12T12:29:35,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,101.0,,
ml:751364000039048136,751364000039048136,751364000039048136,,,,,2025-10-03T11:57:35,,,2026-01-12T12:29:39,2026-01-12T12:29:39,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,101.0,,
ml:751364000039048091,751364000039048091,751364000039048091,,,,,2025-10-03T11:52:01,,,2026-01-12T12:29:41,2026-01-12T12:29:41,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,101.0,,
ml:751364000039048046,751364000039048046,751364000039048046,,,,,2025-10-03T11:47:01,,,2026-01-12T12:29:44,2026-01-12T12:29:44,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,101.0,,
ml:751364000039048001,751364000039048001,751364000039048001,,,,,2025-10-03T11:40:56,,,2026-01-12T12:29:47,2026-01-12T12:29:47,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,101.0,,
ml:751364000039041001,751364000039236107,751364000039041001,751364000039236107,,,,2025-10-03T09:43:47,2025-10-06T10:14:01,,2025-10-06T10:14:01,,2025-11-19T11:07:52,2025-11-19T11:07:52,,,,False,False,,,,Michał Modzelewski,Mateusz Podlewski,,,PreSales,ML,Inbound,Facebook,EBook Zmiany w prawie marketingu medycznego,EBook Zmiany w prawie marketingu medycznego,0,0,0,,0,,0,,,,3.0,44.0,
ml:751364000039040811,751364000039040811,751364000039040811,,,,,2025-10-03T10:51:51,,,2026-01-12T12:29:50,2026-01-12T12:29:50,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,101.0,,
ml:751364000039040766,751364000039040766,751364000039040766,,,,,2025-10-03T10:43:32,,,2026-01-12T12:29:53,2026-01-12T12:29:53,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,101.0,,
ml:751364000039040721,751364000039040721,751364000039040721,,,,,2025-10-03T10:34:52,,,2026-01-12T12:29:57,2026-01-12T12:29:57,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,101.0,,
ml:751364000039040676,751364000039040676,751364000039040676,,,,,2025-10-03T10:25:56,,,2026-01-12T12:30:01,2026-01-12T12:30:01,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,101.0,,
ml:751364000039040631,751364000039040631,751364000039040631,,,,,2025-10-03T10:18:34,,,2026-01-12T12:30:04,2026-01-12T12:30:04,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,101.0,,
ml:751364000039040586,751364000039040586,751364000039040586,,,,,2025-10-03T10:12:25,,,2026-01-12T12:30:07,2026-01-12T12:30:07,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,101.0,,
ml:751364000039040541,751364000039040541,751364000039040541,,,,,2025-10-03T10:06:38,,,2026-01-12T12:30:09,2026-01-12T12:30:09,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,101.0,,
ml:751364000039040496,751364000039040496,751364000039040496,,,,,2025-10-03T09:56:55,,,2026-01-12T12:30:13,2026-01-12T12:30:13,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,101.0,,
ml:751364000039040451,751364000039040451,751364000039040451,,,,,2025-10-03T09:50:23,,,2026-01-12T12:30:15,2026-01-12T12:30:15,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,101.0,,
ml:751364000039040406,751364000039040406,751364000039040406,,,,,2025-10-03T09:44:01,,,2026-01-12T12:30:18,2026-01-12T12:30:18,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,101.0,,
ml:751364000039040361,751364000039040361,751364000039040361,,,,,2025-10-03T09:36:35,,,2026-01-12T12:30:21,2026-01-12T12:30:21,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,101.0,,
ml:751364000039040316,751364000039040316,751364000039040316,,,,,2025-10-03T09:26:01,,,2026-01-12T12:30:26,2026-01-12T12:30:26,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,101.0,,
ml:751364000039040271,751364000039040271,751364000039040271,,,,,2025-10-03T09:09:13,,,2026-01-12T12:30:28,2026-01-12T12:30:28,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Polecenie,Partner polecający,Partner polecający,0,0,0,,0,,0,,,,101.0,,
