NIP;Podsumowanie 360;Ostatnia aktywność Call/Spotkanie;Zielone światło dla AOS;Status klienta (grupa);Wygrany Deal (grupa);Wątpliwość (Deal wygrany, a status != 'jest');Walidacja NIP;Status weryfikacji ZOHO;ID rekordu ZOHO;Nazwa Placówki;Adres;Nr telefonu;Adres email
7123287310;"Nazwa: VENUS SPECJALISTYCZNA PORADNIA GINEKOLOGICZNO - POŁOŻNICZA
📄 nie jest/nie był
--------------------
🏢 1
🧲 1 [❌ 1 23-03-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002281179;NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ VENUS KOŹLAKOWSKA SPÓŁKA JAWNA;Jutrzenki 6/29, 20-538 Lublin;81-526-59-73;gabinet@venus.lublin.pl
7123402142;"Nazwa: CENTRUM REHABILITACYJNO-SPORTOWE ""MEDISPORT"""" PORADNIE""
📄 nie jest/nie był
--------------------
👥 1 🏢 1
🧲 1 [❌ 1 22-01-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002281176;CENTRUM MEDYCZNE MEDISPORT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Dożynkowa 38/4, 20-223 Lublin;691240341;mcm.lublin@affidea.com
7132373641;"Nazwa: CENTRUM MEDYCZNE ""INTER - MED"" SPÓŁKA CYWILNA
📄 nie jest/nie był
--------------------
🏢 1
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002387040;"CENTRUM MEDYCZNE ""INTER - MED"" SPÓŁKA CYWILNA";Marszałka Józefa Piłsudskiego 6A, 21-040 Świdnik;81-4683535;inter-med1@tlen.pl
7132393684;"Nazwa: SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W ŁĘCZNEJ
📄 nie jest/nie był
--------------------
👥 2 🏢 2
🧲 1 [❌ 1 22-01-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002272923;SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W ŁĘCZNEJ;Krasnystawska 52, 21-010 Łęczna;817526300;sekretariat@szpital.leczna.pl
7132450206;"Nazwa: SPZOZ BYCHAWA
📄 nie jest/nie był
--------------------
👥 1 🏢 2
🧲 1 [❌ 1 22-04-2025]
🎯 1
--------------------
  - 31-03-2026 | 📞 -> Rozmowa z SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W BYCHAWIE zaplanowana";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002213455;SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W BYCHAWIE;Marszałka Józefa Piłsudskiego 28, 23-100 Bychawa;815669441;spzoz@spzoz.bychawa.pl
7132846648;"Nazwa: SPZOZ BEŁŻYCE
📄 nie jest/nie był
--------------------
👥 8 🏢 11
🧲 1 [❌ 1 22-01-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002213388;SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ NR 1 W BEŁŻYCACH;Przemysłowa 44, 24-200 Bełżyce;815162926;sekretariat.zoz1@powiat.lublin.pl
7141632875;"Nazwa: SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W LUBARTOWIE
📄 nie jest/nie był
--------------------
👥 3 🏢 1
🧲 1 [❌ 1 23-03-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002272421;SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W LUBARTOWIE;Cicha 14, 21-100 Lubartów;818552041;sekretariat@spzoz-lubartow.pl
7141889887;"Nazwa: NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ CENTRUM OKULISTYKI S. C.
📄 nie jest/nie był
--------------------
🏢 1
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002213327;"NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ ""CENTRUM OKULISTYKI"" S.C.";Cicha 14, 21-100 Lubartów;818 543 947;centrumokulistyki@op.pl
7142036307;"Nazwa: CENTRUM ALERGOLOGII I LARYNGOLOGII SP. Z O. O.
📄 nie jest/nie był
--------------------
🏢 2
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002279102;Centrum Alergologii i Laryngologii Sp. z o. o.;Lubelska 79/XI, 21-100 Lubartów;818 200 064;m.glowackachoina@gmail.com
7151587679;"Nazwa: NZOZ LEKARZ RODZINNY W KRAŚNIKU
📄 nie jest/nie był
--------------------
🏢 3
🎯 1 [❌ 1 20-05-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002290212;"NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ ""LEKARZ RODZINNY"" S.C. PIOTR ZWOLSKI EDMUND ZWOLSKI";Rumiankowa 6, 23-200 Kraśnik;607199484;lekarz.r@wp.pl
7151928100;"Nazwa: NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ NEUROMED M I M NASTAJ SPÓŁKA PARTNERSKA
📄 nie jest/nie był
--------------------
🏢 1
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002279048;Niepubliczny Zakład Opieki Zdrowotnej Neuromed M.I M. Nastaj. Spółka Partnerska;Zygmunta Krasińskiego 8/4, 23-204 Kraśnik;817 430 965;marcinnastaj@gmail.com
7160024177;"Nazwa: OŚRODEK DIAGNOSTYKI RADIOLOGICZNEJ I USG
📄 nie jest/nie był
--------------------
🏢 3
🧲 1 [❌ 1 23-03-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002296366;PHU „Zbyszko” Zbigniew Wacławski;Zygmunta Wróblewskiego 18/3,4, 24-100 Puławy;818873084;odr.pulawy@wp.pl
7162142969;"Nazwa: ZAKŁAD OPIEKI ZDROWOTNEJ MEDICAL SP. ZO.O.
📄 nie jest/nie był
--------------------
👥 1 🏢 1
🧲 1 [❌ 1 22-01-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002273510;"ZAKŁAD OPIEKI ZDROWOTNEJ ""MEDICAL"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";Tysiąclecia Państwa Polskiego 10, 24-110 Puławy;814731342;BIURO@ZOZMEDICAL.COM.PL
7162201554;"Nazwa: OŚRODEK CHIRURGII OKA PROF. ZAGÓRSKIEGO W NAŁĘCZOWIE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
📄 nie jest/nie był
--------------------
🏢 1
🧲 1 [❌ 1 23-03-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002387026;OŚRODEK CHIRURGII OKA PROF. ZAGÓRSKIEGO W NAŁĘCZOWIE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Aleja Stanisława Małachowskiego 5, 24-140 Nałęczów;798772244;biuro@naleczow.ocho.pl
7162209188;"Nazwa: SPZOZ DĘBLIN
📄 nie jest/nie był
--------------------
👥 3 🏢 1
🎯 1 [❌ 1 20-05-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002272466;SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W DĘBLINIE;Rynek 14, 08-530 Dęblin;81 475 47 50;kontakt@spzozdeblin.pl
7162238942;"Nazwa: SP ZOZ W PUŁAWACH
📄 nie jest/nie był
--------------------
👥 13 🏢 1
🎯 1 [❌ 1 20-05-2025]
--------------------
  - 21-07-2025 | 📞 -> Połączenie wychodzące do Hanna Kamola
  - 16-07-2025 | 📞 -> Kontakt po 20250708 - Komunikacja z wymagającym pacjentem - z Hanna Kamola";21-07-2025;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002213972;SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W PUŁAWACH;Józefa Bema 1, 24-100 Puławy;81 45 02 274;spzoz@szpitalpulawy.pl
7162270294;"Nazwa: 6 SZPITAL WOJSKOWY Z PRZYCHODNIĄ SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ - SZPITAL
📄 nie jest/nie był
--------------------
👥 1 🏢 1
🧲 1 [❌ 1 22-01-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002213785;6 SZPITAL WOJSKOWY Z PRZYCHODNIĄ SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ;Szpitalna 2, 08-530 Dęblin;815-518-503;sekretariat@szpitaldeblin.pl
7162289514;"Nazwa: NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ ESCULAP S. C. J CHWEDOROWICZ R B BARTUZI
📄 nie jest/nie był
--------------------
🏢 1
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002287766;ESCULAP S.C. R.CHWEDOROWICZ, A.ŁABANOWSKA;Partyzantów 43, 24-100 Puławy;818883307;info@esculapsc.pulawy.pl
7162346399;"Nazwa: ALL MED CENTRUM MEDYCZNE SP. Z O. O.
📄 nie jest/nie był
--------------------
🏢 1
🧲 1 [❌ 1 23-03-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002277931;ALL MED CENTRUM MEDYCZNE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Zielona 10 A, 24-100 Puławy;818886644;allmed@onet.com.pl
7162353040;"Nazwa: NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ MEDIVITA S. C.
📄 nie jest/nie był
--------------------
👥 2 🏢 1
🧲 1 [❌ 1 23-03-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002284559;NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ MEDIVITA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Warszawska 100, 08-500 Ryki;818655858;sekretariat@medivita.pl
7162503203;"Nazwa: PRZYCHODNIA KOLEJOWA NZOZ SP. Z O. O.
📄 nie jest/nie był
--------------------
🏢 1
🧲 1 [❌ 1 22-01-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002274453;Przychodnia Kolejowa-Niepubliczny Zakład Opieki Zdrowotnej Spółka z ograniczoną odpowiedzialnością;Kolejowa 20, 08-530 Dęblin;814 724 542;przych-kolejowa@tlen.pl
7162615646;"Nazwa: NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ ZDROWIE S. C. MAŁGORZATA BIELECKA WIOLETTA KOWALIK LASKOWSKA
📄 nie jest/nie był
--------------------
🏢 1
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002286244;"NZOZ ""ZDROWIE"" S.C. MAŁGORZATA BIELECKA, KRZYSZTOF LASKOWSKI";Zygmunta Wróblewskiego 18/13 I 14, 24-100 Puławy;818880200;infozdrowie@gmail.com
7162820725;"Nazwa: BIO-RELAX CENTRUM MEDYCZNE SP. Z O. O.
📄 nie jest/nie był
--------------------
👥 2 🏢 3
🧲 1 [❌ 1 22-01-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002276515;BIO-RELAX CENTRUM MEDYCZNE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Zielona 28A, 24-100 Puławy;818863902;biuro@bio-relax.pulawy.pl
7171650346;"Nazwa: NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ ZDROWIE S. C. DOROTA DURAKIEWICZ ARTUR DURAKIEWICZ
📄 nie jest/nie był
--------------------
🏢 1
🎯 1 [❌ 1 20-05-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002287651;SPÓŁKA CYWILNA ARTUR DURAKIEWICZ, DOROTA DURAKIEWICZ;Parkowa 15, 24-340 Józefów N/Wisłą;81-8284777;lidekw@tlen.pl
7171830083;"Nazwa: POWIATOWE CENTRUM ZDROWIA W OPOLU LUBELSKIM
📄 nie jest/nie był
--------------------
👥 3 🏢 4
🧲 1 [❌ 1 22-04-2025]
--------------------
  - 22-01-2025 | 🧩 -> Task to re-attempt - POWIATOWE CENTRUM ZDROWIA W OPOLU LUBELSKIM
  - 17-12-2024 | 📞 -> Połączenie wychodzące do POWIATOWE CENTRUM ZDROWIA W OPOLU LUBELSKIM";17-12-2024;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002278553;POWIATOWE CENTRUM ZDROWIA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Przemysłowa 4 A, 24-300 Opole Lubelskie;818 272 278;sekretariat@pczol.pl
8251711719;"Nazwa: SPZOZ W ŁUKOWIE
📄 nie jest/nie był
--------------------
👥 3 🏢 1
🧲 1 [❌ 1 22-01-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002272013;SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W ŁUKOWIE;Doktora Andrzeja Rogalińskiego 3, 21-400 Łuków;257 982 980;spzoz@spzozlukow.pl
8251774855;"Nazwa: NZOZ ŁUKMED
📄 nie jest/nie był
--------------------
🏢 1
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002287244;NZOZ ŁUKMED s.c. J. Braszko, F. Braszko;Międzyrzecka 60, 21-400 Łuków;257989877;administracja@nzozlukmed.pl
8542402704;"Nazwa: POLMED DIAGNOSTYKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
📄 nie jest/nie był
--------------------
👥 2 🏢 1
🎯 2 [❌ 2 20-05-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002385483;POLMED DIAGNOSTYKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Aleja Grunwaldzka 82/3/352, 80-244 Gdańsk;798729720;biuro@polmeddiagnostyka.pl
8621431338;"Nazwa: NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ CENTRUM MEDYCZNE ANI-MED
📄 nie jest/nie był
--------------------
👥 1 🏢 1
🧲 1 [❌ 1 23-03-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002292784;Centrum Medyczne ANI - MED Magdalena Woś-Ponczek;Jana Zamoyskiego 77, 23-300 Janów Lubelski;15-8717504;biuro@ani-med.pl
8621439920;"Nazwa: SAMODZIELNY PUBLICZNY ZESPÓŁ ZAKŁADÓW OPIEKI ZDROWOTNEJ W JANOWIE LUBELSKIM
📄 nie jest/nie był
--------------------
👥 3 🏢 1
🧲 1 [❌ 1 22-01-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002213976;SAMODZIELNY PUBLICZNY ZESPÓŁ ZAKŁADÓW OPIEKI ZDROWOTNEJ W JANOWIE LUBELSKIM;Jana Zamoyskiego 149, 23-300 Janów Lubelski;158436605;sekretariat@szpitaljanowlubelski.pl
8621462215;"Nazwa: NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ ZDROWIE S. C. IZABELA DOROTA ANASIEWICZ KOSTRZEWA MARIA KOKOSZKA
📄 nie jest/nie był
--------------------
👥 1 🏢 1
🧲 1 [❌ 1 23-03-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002287148;"Niepubliczny Zakład Opieki Zdrowotnej ""Zdrowie"" s.c. Izabela Dorota Anasiewicz-Kostrzewa, Maria Kokoszka";Jana Pawła II 5, 23-300 Janów Lubelski;158723099;rejestracja@nzoz-zdrowie.pl
8732695394;"Nazwa: CENTERMED SP. Z O. O.
📄 nie jest/nie był
--------------------
👥 109 🏢 2
🧲 1 [❌ 1 22-01-2025]
--------------------
  - 10-07-2025 | 📞 -> Kontakt po Komunikacja z pokoleniem Z - FollowUp Call Mateusz z Iwona Rempała-Główczyk
  - 09-07-2025 | 📞 -> Połączenie wychodzące do Agnieszka Surma
  - 27-06-2025 | 📞 -> Połączenie wychodzące do Agnieszka Surma
  - 26-06-2025 | 📞 -> Połączenie wychodzące do Agnieszka Surma
  - 26-06-2025 | 📞 -> Kontakt po Komunikacja z pokoleniem Z - FollowUp Call Mateusz z Agnieszka Surma";10-07-2025;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002274359;"""CENTERMED"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";Wojciecha Bandrowskiego 16A, 33-100 Tarnów;14 63 14 800;biuro@centermed.pl
9181014593;"Nazwa: NZOZ KARDIONEUROMED EWA DUDKO
📄 nie jest/nie był
--------------------
👥 1 🏢 3
🧲 1 [❌ 1 22-01-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002226378;Niepubliczny Zakład Opieki Zdrowotnej KardioNeuroMED Ewa Dudko;Stanisława Moniuszki 31, 23-400 Biłgoraj;846 868 611;biuro@kardioneuromed.pl
9181774861;"Nazwa: FIZJOMED BIŁGORAJ
📄 nie jest/nie był
--------------------
🏢 3
🧲 1 [❌ 1 23-03-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002295359;FIZJOMED Anna Świtała;Kochanowskiego 50, 23-400 Biłgoraj;888107890;dudka@wp.pl
9181839135;"Nazwa: GADU-GADU CENTRUM TERAPEUTYCZNO-REHABILITACYJNE ALICJA BOSAK
📄 nie jest/nie był
--------------------
👥 2 🏢 18
🎯 3 [❌ 3 20-05-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002299401;GADU-GADU CENTRUM TERAPEUTYCZNO-REHABILITACYJNE Alicja Bosak;Długa 75, 23-400 Biłgoraj;694485094;alicjabosak@o2.pl
9181946925;"Nazwa: PRZYCHODNIA LEKARSKA „TWÓJ LEKARZ” SP. C.
📄 nie jest/nie był
--------------------
👥 1 🏢 2
🧲 1 [❌ 1 22-04-2025]
--------------------
  - 27-02-2026 | 📞 -> Rozmowa z PRZYCHODNIA LEKARSKA „TWÓJ LEKARZ” SP. C. zaplanowana
  - 27-02-2025 | 📞 -> Połączenie wychodzące do PRZYCHODNIA LEKARSKA „TWÓJ LEKARZ” SP. C.
  - 15-01-2025 | 📞 -> Połączenie wychodzące do Przychodnia lekarska „Twój Lekarz” Sp. C.";27-02-2025;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002285071;"PRZYCHODNIA LEKARSKA ""TWÓJ LEKARZ"" S.C. - ANNA OLESZEK-MAZUREK,KATARZYNA MARTA GRYGIEL, DARIUSZ MAZUREK";dr. Stanisława Pojaska 3, 23-400 Biłgoraj;846864133;twojlekarz@tlen.pl
9182116396;"Nazwa: SMH STAŃSKA KOPACZ KORONA LEKARZE SPÓŁKA PARTNERSKA
📄 nie jest/nie był
--------------------
🏢 1
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002280057;SMH Stańska,Kopacz,Korona-Lekarze Spółka Partnerska;Długa 75, 23-400 Biłgoraj;846867578;smh@op.pl
9191517717;"Nazwa: SP ZOZ HRUBIESZÓW
📄 nie jest/nie był
--------------------
👥 3 🏢 2
🧲 1 [❌ 1 22-01-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002272005;SAMODZIELNY PUBLICZNY ZESPÓŁ OPIEKI ZDROWOTNEJ W HRUBIESZOWIE;Józefa Piłsudskiego 11, 22-500 Hrubieszów;846 963 296;sekretariat@spzozhrubieszow.pl
9211644727;"Nazwa: NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ CENTRUM ZDROWIA B. KOSTYKIEWICZ I WSPÓLNICY - SPÓŁKA JAWNA
📄 nie jest/nie był
--------------------
🏢 1
🧲 1 [❌ 1 24-02-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002277508;Niepubliczny Zakład Opieki Zdrowotnej CENTRUM ZDROWIA B. Kostykiewicz i Wspólnicy - Spółka Jawna;Janusza Petera 3, 22-600 Tomaszów Lubelski;846641555, 846643131, 846646969;centrum-zdrowia@lzlrp.pl
9221020715;"Nazwa: NZOZ PRZYCHODNIA PROF-LEK
📄 nie jest/nie był
--------------------
🏢 1
🧲 1 [❌ 1 23-03-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002293408;Niepubliczny Zakład Opieki Zdrowotnej Przychodnia Paweł Dudek;Św. Piątka 49, 22-400 Zamość;846 399 999;przychodnia@proflek.pl
9221045922;"Nazwa: DERMED S. C. BEŁZ ŁAGODA BEATA GAŁAN RADOSŁAW
📄 nie jest/nie był
--------------------
🏢 1
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002287747;DERMATOLOGIA ZAMOJSKA S.C. BEATA BEŁZ -ŁAGODA,RADOSŁAW GAŁAN;Elizy Orzeszkowej 28, 22-400 Zamość;84-6395687;dermatolog@zam.pl
9222282854;"Nazwa: SPZOZ W SZCZEBRZESZYNIE
📄 nie jest/nie był
--------------------
👥 3 🏢 2
🧲 1 [❌ 1 22-04-2025]
--------------------
  - 18-03-2026 | 📞 -> Rozmowa z SPZOZ W SZCZEBRZESZYNIE zaplanowana
  - 18-03-2025 | 📞 -> Połączenie wychodzące do SPZOZ W SZCZEBRZESZYNIE
  - 17-03-2025 | 📞 -> Połączenie wychodzące do SPZOZ W SZCZEBRZESZYNIE
  - 22-01-2025 | 🧩 -> Zaktualizować Kontakt Leada w bazie";18-03-2025;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002213786;SAMODZIELNY PUBLICZNY ZESPÓŁ OPIEKI ZDROWOTNEJ W SZCZEBRZESZYNIE;D-ra Zygmunta Klukowskiego 3, 22-460 Szczebrzeszyn;84 682 35 51;biuro@zoz-szczebrzeszyn.pl
9222343136;"Nazwa: ORTOPEDIA ZAMOJSKA SP. Z O. O.
📄 nie jest/nie był
--------------------
🏢 1
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002280512;"""ORTOPEDIA ZAMOJSKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";Jana Kilińskiego 4, 22-400 Zamość;846 381 589;ortopediazamojska@poczta.onet.pl
9222348895;"Nazwa: NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ MED SPEC SP. Z O. O.
📄 nie jest/nie był
--------------------
🏢 1
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002279013;"NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ ""MED-SPEC"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";Jana Kilińskiego 4, 22-400 Zamość;846384253;medspec1@poczta.onet.pl
9222492296;"Nazwa: NZOZ SALUS SP. Z O. O.
📄 nie jest/nie był
--------------------
👥 1 🏢 1
🎯 1 [❌ 1 20-05-2025]
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002279574;SALUS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Szczebrzeska 11I, 22-400 Zamość;84 53 21 337;dr.salus@wp.pl
9222686994;"Nazwa: SPECJAL MED SP. Z O. O.
📄 nie jest/nie był
--------------------
🏢 1
--------------------
Brak zarejestrowanych aktywności.";;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002278586;"""Specjal-Med"" spółka z ograniczoną odpowiedzialnością";Jana Kilińskiego 4, 22-400 Zamość;846391169;cadamuro@op.pl
9222693037;"Nazwa: ZAMOJSKI SZPITAL NIEPUBLICZNY SP. Z O. O.
📄 nie jest/nie był
--------------------
👥 22 🏢 3
🎯 1 [❌ 1 20-05-2025]
--------------------
  - 17-06-2025 | 📞 -> Kontakt po 20250612 Webinar Chirurgiczny lejek online zapisani - Mateusz z Bożena Kyc";17-06-2025;TAK;nie jest/nie był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000002279051;"""ZAMOJSKI SZPITAL NIEPUBLICZNY"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";Peowiaków 1, 22-400 Zamość;84 67 75 010;zamosc@szpital.com.pl
9222695757;"Nazwa: CENTRUM OKULISTYKI OKO MED SP. Z O. O.
📄 nie jest/był
--------------------
👥 1 🏢 2
🎯 1 [❌ 1 20-05-2025]
--------------------
  - 23-11-2025 | 🧩 -> Firma po churnie - nawiązać kontakt";;TAK;nie jest/był;NIE;NIE;PRAWIDŁOWY;ISTNIEJE;751364000001844318;CENTRUM OKULISTYKI OKO-MED. SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Polna 9 A, 22-400 Zamość;846383525;okomed.zamosc@gmail.com
